event	chrom	strand	upIntStart	upIntEnd	dnIntStart	dnIntEnd	geneName	lengthDiff	label
MmuEX1009547	chr1	-	77507447	77511682	77507212	77507419	Epha4	27	
MmuEX0048796	chr15	-	73042204	73050594	73031644	73042176	Trappc9	27	hi
MmuEX1014258	chr15	-	63827791	63828023	63826932	63827763	Gsdmc2	27	
MmuEX0032397	chr12	+	89348450	89354452	89354480	89503017	Nrxn3	27	
MmuEX1022028	chr13	-	17894883	17896952	17893331	17894867	Rala	15	nd
MmuEX6040836	chr14	-	34573013	34576985	34571922	34572989	Ldb3	23	
MmuEX1016897	chr2	+	49251424	49254483	49254487	49256176	Mbd5	3	nd
MmuEX1022473	chr9	+	108327742	108330977	108330992	108335050	Rhoa	14	
MmuEX7008229	chr17	+	38331710	38334213	38334234	38335158	Olfr136	20	
MmuEX1018048	chr9	+	120388334	120410203	120410218	120417139	Myrip	14	nd
MmuEX0011094	chr3	+	129861993	129862129	129862151	129865340	Cfi	21	
MmuEX1026622	chr12	-	28705107	28711871	28703599	28705103	Trappc12	3	nd
MmuEX1015490	chr11	-	51856575	51857031	51854968	51856552	Jade2	22	ot
MmuEX0044070	chr9	-	86798845	86804454	86798700	86798829	Snap91	15	hi
MmuEX0015633	chr9	-	24426159	24430430	24424846	24426133	Dpy19l1	25	nd
MmuEX6048688	chr10	-	61874021	61874737	61871335	61873993	Col13a1	27	
MmuEX0028014	chr13	-	102806160	102810500	102804721	102806150	Mast4	9	
MmuEX1027883	chr12	+	110779479	110779687	110779712	110793113	Wdr20	24	nd
MmuEX0024631	chr2	-	12193283	12193411	12191844	12193269	Itga8	13	
MmuEX1026587	chr1	-	192054216	192054345	192000159	192054204	Traf5	11	
MmuEX1004749	chr4	-	132533077	132533295	132530824	132533062	Atpif1	14	nd
MmuEX1027674	chrX	-	124130102	124131116	124129958	124130096	Vmn2r121	5	
MmuEX0028779	chr6	+	122521929	122524486	122524511	122525950	Mfap5	24	nd
MmuEX0015734	chr2	-	157005874	157006974	157005492	157005847	Dsn1	26	nd
MmuEX6002900	chr6	-	8162227	8164612	8158175	8162199	Col28a1	27	
MmuEX1028129	chr9	-	7939153	7952952	7938539	7939139	Yap1	13	
MmuEX6027845	chr1	-	138068184	138068311	138068062	138068171	Ptprc	12	nd
MmuEX0020526	chr13	+	15720346	15721511	15721523	15723439	Gli3	11	
MmuEX0012247	chr3	+	130517738	130519776	130519804	130522432	Col25a1	27	hi
MmuEX0016639	chr4	+	138082989	138095908	138095930	138096751	Eif4g3	21	
MmuEX1005366	chr12	-	36136511	36139129	36134956	36136484	Bzw2	26	
MmuEX1027280	chr1	+	143794811	143795703	143795707	143796761	Uchl5	3	nd
MmuEX1005740	chr1	+	60136385	60136817	60136844	60139199	Carf	26	
MmuEX1008048	chr5	-	36670205	36672747	36629792	36670191	D5Ertd579e	13	nd
MmuEX1023214	chr11	-	16506473	16508099	16504839	16506457	Sec61g	15	
MmuEX6090054	chr11	-	102293669	102293843	102293322	102293645	Atxn7l3	23	nd
MmuEX1023059	chr5	-	125291084	125293997	125289756	125291077	Scarb1	6	nd
MmuEX1017888	chr17	-	56179590	56182664	56179426	56179578	Mydgf	11	nd
MmuEX0000331	chr2	-	30801002	30803549	30800817	30800913	1700001O22Rik	24	
MmuEX0025260	chr4	-	136563450	136568572	136561161	136563437	Kdm1a	12	hi
MmuEX1028254	chr12	+	98774320	98779828	98779832	98783581	Zc3h14	3	nd
MmuEX0000030	chr17	+	25241862	25242204	25242223	25242418	Tsr3	18	
MmuEX0016244	chr1	+	151811705	151812753	151812769	151818309	Edem3	12	
MmuEX6000282	chr18	-	12193408	12194062	12191847	12193382	Npc1	25	
MmuEX1004157	chr5	-	62642307	62642794	62641397	62642290	Arap2	16	nd
MmuEX6040258	chr14	-	30128799	30130116	30124943	30128771	Cacna1d	27	nd
MmuEX1026053	chr19	-	41250536	41256144	41248029	41250509	Tm9sf3	26	nd
MmuEX1003406	chr11	+	5862973	5863130	5863141	5863938	Aebp1	10	
MmuEX6074004	chr3	-	127822611	127823264	127820786	127822583	Ap1ar	27	nd
MmuEX6061324	chr16	+	18443275	18453720	18453741	18456023	Txnrd2	20	nd
MmuEX1009753	chr12	+	108636385	108638183	108638187	108648314	Evl	3	nd
MmuEX0021440	chr9	+	118565668	118566958	118566980	118567180	Golga4	21	nd
MmuEX1016624	chr4	-	123361468	123365268	123361028	123361453	Macf1	14	
MmuEX0038816	chr11	+	54649340	54651748	54651764	54657245	Rapgef6	15	
MmuEX1006341	chr10	-	69341711	69342539	69340879	69341707	Cdk1	3	nd
MmuEX0038419	chr2	-	34799431	34799750	34797434	34799422	Rabepk	8	nd
MmuEX0029184	chr5	-	25304120	25304677	25302939	25304096	Kmt2c	23	
MmuEX1005172	chr18	+	32377491	32381767	32381771	32406099	Bin1	3	nd
MmuEX6033497	chr19	-	47660018	47660782	47659261	47659990	Col17a1	27	
MmuEX1018275	chr5	-	125030315	125030685	125030224	125030310	Ncor2	4	nd
MmuEX0011710	chr17	+	71837759	71838041	71838054	71849891	Clip4	6	nd
MmuEX1016622	chr4	-	123550416	123554303	123544832	123550405	Macf1	10	nd
MmuEX1007628	chr5	+	87816665	87816990	87816998	87818942	Csn1s2b	7	
MmuEX1025284	chr12	+	74229461	74232607	74232616	74234808	Syt16	8	nd
MmuEX1001755	chr2	-	130715274	130717260	130713504	130715267	4930402H24Rik	6	nd
MmuEX0034574	chr2	-	11478059	11480197	11474544	11478035	Pfkfb3	23	hi
MmuEX1013214	chr6	-	125026993	125029127	125010395	125026972	Gm43989	20	
MmuEX1012945	chr7	+	39564063	39565054	39565082	39565187	Gm37494	27	
MmuEX0047106	chr4	+	47383995	47393003	47393007	47393258	Tgfbr1	3	nd
MmuEX1005304	chr7	-	81814617	81815914	81805940	81814613	Btbd1	3	ot
MmuEX1026465	chr7	+	123143838	123144021	123144032	123193921	Tnrc6a	10	nd
MmuEX0027794	chr1	+	40007531	40008330	40008340	40009687	Map4k4	5	hi
MmuEX1029099	chr11	+	87766489	87766609	87766626	87766716	Tspoap1	16	nd
MmuEX1003579	chr12	+	52888064	52902915	52902919	52911800	Akap6	3	nd
MmuEX0004381	chr10	+	21000706	21007751	21007779	21017912	Ahi1	27	ot
MmuEX6014180	chr7	+	126661149	126663027	126663053	126663928	Sgf29	25	
MmuEX0020446	chr11	+	77501115	77502828	77502856	77503017	Git1	27	hi
MmuEX0041621	chr15	+	32631398	32640716	32640735	32640966	Sema5a	18	
MmuEX6052945	chr15	+	25724009	25725071	25725086	25725195	Myo10	14	nd
MmuEX1010201	chr6	+	91270088	91271521	91271533	91272038	Fbln2	11	
MmuEX0025239	chr14	+	67728747	67729223	67729238	67729350	Kctd9	14	
MmuEX1009359	chr4	+	138091381	138091768	138091774	138096751	Eif4g3	5	
MmuEX7006832	chr11	-	69601945	69602303	69601624	69601923	Atp1b2	21	
MmuEX0054009	chr6	+	54818708	54842674	54842700	54863899	Znrf2	25	hi
MmuEX6069129	chr9	+	108961917	108962984	108963012	108963887	Col7a1	27	
MmuEX6082429	chr12	-	98805488	98810518	98802458	98805466	Eml5	21	nd
MmuEX1017249	chr4	+	103127298	103127722	103127736	103129340	Mier1	13	nd
MmuEX6035097	chr8	-	25817622	25818545	25817509	25817603	Ash2l	18	
MmuEX0051295	chr3	+	109563205	109574105	109574132	109578318	Vav3	26	nd
MmuEX1019423	chr12	+	105823678	105825749	105825765	105826943	Papola	15	nd
MmuEX1007819	chr8	+	107170421	107178564	107178574	107179413	Cyb5b	9	nd
MmuEX1019633	chr15	+	103522162	103522348	103522361	103524307	Pde1b	12	nd
MmuEX1008913	chr2	+	32570913	32571036	32571041	32571205	Dpm2	4	
MmuEX6030760	chr19	+	5637842	5638431	5638459	5638550	Rela	27	nd
MmuEX1003822	chr11	+	72730622	72731108	72731113	72732247	Ankfy1	4	nd
MmuEX6052419	chr15	+	4925729	4930230	4930258	4931015	Mroh2b	27	
MmuEX1011133	chr3	-	80898666	80911967	80845258	80898657	Glrb	8	nd
MmuEX1006336	chr12	-	33040404	33042358	33038916	33040389	Cdhr3	14	
MmuEX6001543	chr18	+	50155219	50158384	50158410	50160134	Hsd17b4	25	nd
MmuEX6008596	chr7	+	16843034	16843064	16843090	16843481	Prkd2	25	
MmuEX1019566	chr10	-	7648664	7649050	7647622	7648660	Pcmt1	3	nd
MmuEX0032309	chr12	+	44388056	44400565	44400572	44456624	Nrcam	6	nd
MmuEX0030948	chr1	-	135463939	135464705	135463800	135463914	Nav1	24	hi
MmuEX0033917	chr10	+	73947147	74051092	74051108	74051597	Pcdh15	15	
MmuEX1015567	chr1	-	36343834	36344069	36343385	36343826	Kansl3	7	
MmuEX0030286	chr2	+	91121956	91122339	91122343	91122854	Mybpc3	3	ot
MmuEX1021144	chr7	-	44866522	44867059	44864488	44866518	Ptov1	3	nd
MmuEX0019388	chr11	+	103182768	103183015	103183034	103185620	Fmnl1	18	hi
MmuEX0038647	chr2	+	158448450	158449488	158449498	158450176	Ralgapb	9	
MmuEX1016908	chr14	+	120385592	120387766	120387785	120388899	Mbnl2	18	
MmuEX0027967	chr7	-	19429186	19429325	19428119	19429105	Mark4	13	hi
MmuEX1024857	chr5	+	135857216	135859281	135859300	135860795	Srrm3	18	
MmuEX1006715	chr1	+	58735713	58737383	58737388	58740262	Cflar	4	nd
MmuEX0024216	chr2	-	26400909	26401600	26400493	26400885	Inpp5e	23	
MmuEX0045681	chr5	-	117099323	117099476	117098377	117099300	Suds3	22	nd
MmuEX0011836	chr9	-	118135890	118150016	118115430	118135863	Cmc1	26	nd
MmuEX6083080	chr12	+	111542842	111543099	111543121	111543526	Eif5	21	
MmuEX1017918	chr14	-	54952594	54952953	54952337	54952573	Myh6	20	
MmuEX0024400	chr13	+	49450084	49458684	49458693	49461533	Ippk	8	
MmuEX1012821	chr6	-	21855376	21857883	21853442	21855351	Gm3289	24	
MmuEX1019774	chr14	+	48252766	48255343	48255347	48256015	Peli2	3	nd
MmuEX1029244	chr3	-	81918762	81924336	81918204	81918750	Gm9989	11	nd
MmuEX0026173	chr2	+	69105160	69105742	69105767	69108441	Cers6	24	hi
MmuEX0029537	chr11	-	102010228	102011719	102009685	102010206	Mpp3	21	hi
MmuEX1017088	chr6	+	30745907	30746594	30746610	30747051	Mest	15	nd
MmuEX0039128	chr6	-	29159095	29164490	29157140	29159087	Rbm28	7	nd
MmuEX1023245	chr4	-	134541320	134542347	134540936	134541308	Selenon	11	nd
MmuEX1012373	chr14	-	19416138	19416860	19415982	19416130	Gm21738	7	
MmuEX1004129	chr16	-	84963308	84965669	84962869	84963304	App	3	nd
MmuEX1019920	chr2	+	92230725	92269773	92269778	92320228	Phf21a	4	nd
MmuEX0037291	chr5	-	44012517	44012875	44011249	44012498	Prom1	18	
MmuEX1017690	chr15	+	34116377	34117482	34117486	34117879	Mtdh	3	nd
MmuEX1021211	chr4	-	77815344	77925509	77632380	77815334	Ptprd	9	
MmuEX6103234	chr2	+	102694121	102735450	102735463	102735943	Slc1a2	12	nd
MmuEX6090144	chr11	+	102777079	102777630	102777649	102778130	Adam11	18	nd
MmuEX0013562	chr9	+	81636938	81639160	81639184	81642546	D430036J16Rik	23	lo
MmuEX1009301	chr2	-	24839221	24839529	24838869	24839216	Ehmt1	4	nd
MmuEX0021745	chr13	-	81535626	81536309	81533092	81535610	Adgrv1	15	
MmuEX6031256	chr19	+	8737730	8737847	8737863	8738152	Wdr74	15	
MmuEX1019757	chr3	-	87754470	87756259	87753895	87754466	Pear1	3	nd
MmuEX6007564	chr6	-	136825543	136826000	136824424	136825515	Wbp11	27	
MmuEX6047522	chr10	+	20110896	20111777	20111799	20118144	Map3k5	21	nd
MmuEX1002984	chr2	-	22951737	22953434	22946762	22951711	Abi1	25	nd
MmuEX1006246	chr3	-	116334662	116348453	116332883	116334657	Cdc14a	4	nd
MmuEX1020549	chr6	-	5266363	5266964	5266241	5266358	Pon2	4	nd
MmuEX1014300	chr2	-	44799353	44825350	44756436	44799349	Gtdc1	3	nd
MmuEX1027594	chr8	+	110682625	110684537	110684541	110710317	Vac14	3	nd
MmuEX7004976	chr10	+	112083538	112106816	112106844	112106935	Glipr1l2	27	
MmuEX1018976	chr12	-	83827124	83831921	83825292	83827120	Numb	3	nd
MmuEX1010251	chr5	+	117990940	117992057	117992062	117995369	Fbxo21	4	nd
MmuEX1015790	chr11	+	70709027	70717004	70717015	70717418	Kif1c	10	nd
MmuEX0003401	chr16	-	31129626	31131259	31127434	31129613	Acap2	12	hi
MmuEX1014068	chr7	-	34212151	34213401	34208311	34212135	Gpi1	15	
MmuEX6032439	chr19	-	36012772	36041554	35970065	36012756	Htr7	15	nd
MmuEX1007816	chr18	+	84873170	84877761	84877769	84877826	Cyb5a	7	nd
MmuEX1008443	chr5	-	52151392	52151809	52150779	52151387	Dhx15	4	nd
MmuEX0046126	chr7	+	130753662	130755896	130755906	130759164	Tacc2	9	
MmuEX1025589	chr13	-	14001570	14003532	14001179	14001566	Tbce	3	ot
MmuEX0023949	chr6	+	113459027	113459359	113459376	113462278	Il17re	16	
MmuEX1009754	chr11	-	5089298	5091858	5088147	5089294	Ewsr1	3	nd
MmuEX0012299	chrX	+	141656871	141664675	141664685	141666841	Col4a5	9	lo
MmuEX1022774	chr15	+	5117423	5117697	5117704	5118566	Rpl37	6	
MmuEX1026451	chr7	+	142504066	142504348	142504356	142507702	Tnnt3	7	
MmuEX1001317	chr1	+	192841738	192842346	192842374	192842451	1700065J18Rik	27	
MmuEX1003993	chr14	+	34097980	34098215	34098218	34099690	Anxa8	2	
MmuEX0045519	chr9	+	58140554	58140858	58140883	58141055	Stra6	24	nd
MmuEX1028793	chr5	+	138085232	138095799	138095807	138097066	Zkscan1	7	nd
MmuEX6018553	chr5	+	87778214	87778956	87778984	87780002	Csn1s2a	27	
MmuEX0030525	chr9	+	75186123	75187521	75187531	75189899	Myo5a	9	hi
MmuEX0050615	chr9	-	73757958	73758598	73756407	73757951	Unc13c	6	hi
MmuEX1012421	chr17	+	70878112	71096870	71096884	71104468	Gm26561	13	
MmuEX1025427	chr4	+	132283046	132283141	132283145	132285043	Taf12	3	nd
MmuEX1016776	chr12	-	69822544	69822802	69818502	69822540	Map4k5	3	nd
MmuEX1006406	chr8	-	116622079	116623783	116595180	116622075	Cdyl2	3	nd
MmuEX1020276	chr4	-	154995274	154996131	154993024	154995271	Plch2	2	nd
MmuEX1018902	chr10	+	93641509	93641508	93641513	93644470	Ntn4	4	nd
MmuEX0019668	chr5	+	150481577	150488960	150488979	150491077	Fry	18	hi
MmuEX1009601	chr13	-	103868325	103868819	103868133	103868301	Erbin	23	ot
MmuEX6102855	chr2	+	91001511	91003210	91003238	91003810	Celf1	27	
MmuEX0041350	chr10	-	89654347	89656707	89654227	89654334	Scyl2	12	hi
MmuEX0038734	chr13	-	43433219	43434813	43430471	43433206	Ranbp9	12	nd
MmuEX6106926	chr2	-	164900520	164901417	164900395	164900500	Zfp335	19	nd
MmuEX1017984	chr11	-	6517619	6517851	6517198	6517598	Myo1g	20	
MmuEX1007971	chr5	-	4087597	4087777	4086629	4087580	Cyp51	16	nd
MmuEX0034088	chr11	-	89988359	89988694	89987368	89988355	Pctp	3	nd
MmuEX0052711	chr4	+	129336144	129340727	129340753	129341476	Zbtb8os	25	
MmuEX6107570	chr2	+	180602678	180603101	180603126	180603356	Col9a3	24	nd
MmuEX6008215	chr7	-	4522083	4522169	4521903	4522069	Tnni3	13	
MmuEX0011502	chr1	+	118471840	118472245	118472249	118497633	Clasp1	3	nd
MmuEX0048889	chr7	-	104479731	104483331	104473283	104479707	Trim30d	23	
MmuEX0026261	chr14	-	34569728	34571717	34567568	34569712	Ldb3	15	
MmuEX6092413	chr4	-	15065350	15111193	15052718	15065323	Necab1	26	nd
MmuEX1005569	chr14	-	29105505	29124665	29105026	29105492	Cacna2d3	12	
MmuEX1008922	chr19	-	4915243	4916278	4915082	4915233	Dpp3	9	nd
MmuEX1017533	chr15	+	76390128	76390851	76390865	76392380	Mroh1	13	nd
MmuEX1006638	chr8	-	93535372	93535622	93534713	93535353	Ces5a	18	
MmuEX7034295	chr9	+	65121921	65122507	65122527	65126757	Igdcc4	19	
MmuEX1027561	chr2	+	126752483	126752866	126752875	126753611	Usp8	8	nd
MmuEX0012155	chr4	+	130055191	130055466	130055494	130055989	Col16a1	27	nd
MmuEX0031485	chr2	+	25057177	25057964	25057971	25058252	Nsmf	6	hi
MmuEX1017138	chr4	-	147900619	147903354	147898643	147900615	Mfn2	3	nd
MmuEX0032345	chr14	-	38509357	38668217	38407217	38509329	Nrg3	27	
MmuEX6107594	chr2	-	180920337	180920683	180919215	180920311	Ythdf1	25	nd
MmuEX6036022	chr8	-	70033629	70042388	70033245	70033610	Mau2	18	nd
MmuEX0048920	chr11	-	48808488	48809049	48808253	48808464	Trim41	23	nd
MmuEX1012378	chrX	+	170010939	170010940	170010965	170010966	Gm21887	24	
MmuEX0030330	chr9	-	119338711	119339631	119338187	119338575	Myd88	24	nd
MmuEX0050467	chr1	-	36176800	36177517	36176328	36176775	Uggt1	24	hi
MmuEX1001109	chr5	-	5444617	5450607	5437918	5444593	1700015F17Rik	23	
MmuEX0009873	chr14	-	27505664	27506650	27500683	27505637	Ccdc66	26	nd
MmuEX0046160	chrX	+	101539188	101540554	101540570	101540759	Taf1	15	nd
MmuEX6073770	chr3	-	121761440	121765000	121760310	121761414	Abcd3	25	
MmuEX0048289	chr3	+	28625223	28629411	28629421	28630430	Tnik	9	ot
MmuEX0027211	chr6	-	56703019	56703317	56702169	56703005	Lsm5	13	nd
MmuEX1010084	chr6	-	148927402	148928508	148926164	148927398	Fam60a	3	
MmuEX1022084	chr3	-	79169757	79172907	79154390	79169738	Rapgef2	18	hi
MmuEX0022831	chr13	-	23709031	23710626	23708292	23709020	Hfe	10	nd
MmuEX1023910	chr12	+	31452649	31453724	31453728	31453864	Slc26a3	3	
MmuEX1011344	chr11	+	104736113	104736725	104736740	104738201	Gm11639	14	
MmuEX1019016	chrX	-	140053088	140062558	140039156	140053084	Nup62cl	3	nd
MmuEX0024108	chr4	+	98465196	98469219	98469240	98469472	Patj	20	
MmuEX1014802	chr5	-	123182573	123182673	123181924	123182545	Hpd	27	
MmuEX0026604	chr17	+	25585853	25588675	25588687	25612295	Lmf1	11	lo
MmuEX1007072	chr18	-	84678160	84678707	84677408	84678153	Cndp2	6	nd
MmuEX1010746	chr8	-	110889449	110890312	110889290	110889444	Fuk	4	nd
MmuEX6106828	chr2	-	164355026	164355450	164354314	164355006	Slpi	19	
MmuEX1009210	chr15	-	75901425	75909244	75901256	75901421	Eef1d	3	nd
MmuEX0049240	chr5	+	144807392	144810331	144810353	144811894	Trrap	21	hi
MmuEX6026254	chr1	-	90794351	90795011	90794221	90794323	Col6a3	27	
MmuEX1011159	chr19	+	12633607	12634421	12634427	12639771	Glyat	5	nd
MmuEX6008812	chr7	-	19581406	19582231	19581159	19581380	Clasrp	25	nd
MmuEX1007273	chr4	+	63325212	63326123	63326151	63327829	Col27a1	27	nd
MmuEX0037487	chr18	+	35988239	35988998	35989002	36002923	Psd2	3	nd
MmuEX0051281	chr2	-	27300445	27302007	27299473	27300429	Vav2	15	hi
MmuEX0005537	chr18	-	36676623	36676864	36676478	36676616	Sra1	6	
MmuEX1019786	chr11	+	3964061	3966331	3966335	3968262	Pes1	3	nd
MmuEX6068800	chr9	-	108066695	108066854	108066406	108066680	Rnf123	14	
MmuEX0011803	chr11	-	86731061	86732504	86730832	86731042	Cltc	18	
MmuEX1016068	chr2	+	31906027	31908489	31908494	31908593	Lamc3	4	nd
MmuEX0029044	chr11	+	70609255	70609407	70609432	70609553	Mink1	24	hi
MmuEX0004884	chr8	+	23109730	23110346	23110371	23111359	Ank1	24	hi
MmuEX1009311	chr3	+	58548965	58552486	58552493	58552568	Eif2a	6	nd
MmuEX1006991	chr5	-	38742265	38742337	38736358	38742249	Clnk	15	
MmuEX0009811	chr16	+	27436603	27436684	27436709	27438300	Ccdc50	24	nd
MmuEX0009184	chr19	-	4175032	4175393	4173221	4175004	Carns1	27	nd
MmuEX1010398	chr17	-	78382348	78384743	78381674	78382343	Fez2	4	nd
MmuEX1026495	chr8	-	126939218	126945603	126937183	126939214	Tomm20	3	nd
MmuEX0022249	chrX	-	85739240	85740294	85737350	85739221	Gk	18	hi
MmuEX1009213	chr10	+	81181158	81181386	81181399	81181492	Eef2	12	
MmuEX1002309	chr7	+	131257785	131258275	131258300	131259892	5430419D17Rik	24	
MmuEX1014106	chr2	-	118371276	118373018	118284159	118371265	Gpr176	10	nd
MmuEX1009559	chr14	-	66095713	66098803	66094824	66095685	Ephx2	27	nd
MmuEX6097489	chr4	+	141013860	141014055	141014083	141014188	Mfap2	27	nd
MmuEX1004693	chr16	-	91930549	91931247	91930405	91930545	Atp5o	3	ot
MmuEX1026134	chr19	+	4126201	4126708	4126712	4127056	Tmem134	3	nd
MmuEX1019369	chr3	-	9697767	9699224	9696179	9697762	Pag1	4	nd
MmuEX0023175	chr8	+	84998292	84998382	84998392	84998489	Hook2	6	hi
MmuEX0041756	chr15	+	83102341	83102624	83102645	83102933	Serhl	20	nd
MmuEX1007670	chrX	+	134081317	134083469	134083475	134084231	Cstf2	5	nd
MmuEX6103235	chr2	+	102659302	102702453	102702481	102748512	Slc1a2	27	
MmuEX1026654	chr10	+	33447033	33450978	33451003	33464557	Trdn	24	
MmuEX6087723	chr11	-	77472878	77473010	77472613	77472724	Ankrd13b	15	nd
MmuEX0042772	chr13	-	34193273	34193393	34192280	34193248	Slc22a23	20	hi
MmuEX1020789	chrX	-	155337890	155338112	155334956	155337886	Prdx4	3	nd
MmuEX1023744	chr14	-	121491691	121505218	121491311	121491673	Slc15a1	17	
MmuEX0007502	chr17	+	34419585	34420386	34420414	34421852	BC051142	27	
MmuEX1026687	chr7	-	105617653	105617741	105617545	105617649	Trim3	3	nd
MmuEX1020753	chrX	-	7898434	7898550	7896413	7898422	Pqbp1	11	nd
MmuEX6020545	chr5	+	121262608	121263999	121264024	121266234	Gm15800	24	
MmuEX1004426	chrX	+	100617490	100617718	100617729	100618329	Arr3	10	
MmuEX0017720	chr1	+	171461913	171462602	171462616	171462888	F11r	13	
MmuEX1003499	chr6	+	29896417	29902537	29902551	29903188	Ahcyl2	13	nd
MmuEX0020298	chr3	+	67473624	67474593	67474607	67474718	Gfm1	13	
MmuEX1022794	chr14	+	24493494	24494287	24494292	24495774	Rps24	4	
MmuEX1014851	chr3	-	98751733	98753310	98742696	98751726	Hsd3b3	6	
MmuEX6005729	chr6	+	91917140	91917707	91917717	91918070	4930590J08Rik	9	
MmuEX0002972	chr2	+	25432090	25432383	25432387	25433097	Abca2	3	nd
MmuEX1021083	chr8	-	107584044	107584172	107582474	107584040	Psmd7	3	nd
MmuEX1021743	chr9	+	50528897	50531739	50531766	50532493	RP24-290D19.6	26	
MmuEX0005388	chr11	+	5040422	5040920	5040930	5041717	Ap1b1	9	hi
MmuEX6079075	chr17	+	71117458	71121125	71121149	71126075	Myom1	23	
MmuEX1016321	chr8	-	108576325	108584155	108553624	108576320	Lncbate1	4	
MmuEX0040762	chr11	+	101425611	101428365	101428372	101429451	Rundc1	6	hi
MmuEX6034468	chr8	+	13027588	13030556	13030582	13030657	F7	25	
MmuEX1024198	chr11	+	83176800	83176919	83176944	83179670	Slfn4	24	
MmuEX1013084	chr5	-	7694212	7718000	7680282	7694202	Gm42950	9	
MmuEX1027616	chrX	+	75521430	75521784	75521794	75523259	Vbp1	9	nd
MmuEX1009814	chr8	-	45256754	45261941	45255367	45256744	F11	9	
MmuEX1026422	chr19	+	36881798	36883203	36883207	36884065	Tnks2	3	nd
MmuEX1003403	chr2	+	180172973	180173190	180173200	180174864	Adrm1	9	
MmuEX1014004	chr12	+	102469982	102470649	102470665	102471997	Golga5	15	
MmuEX0033441	chr15	-	83383629	83384986	83381884	83383622	Pacsin2	6	hi
MmuEX1009051	chr6	+	6006411	6009009	6009013	6010454	Dync1i1	3	nd
MmuEX6074100	chr3	+	130479021	130494325	130494353	130546359	Col25a1	27	nd
MmuEX1001085	chr7	+	82858437	82858918	82858924	82859310	1700010L04Rik	5	
MmuEX1019107	chr2	+	29893513	29900340	29900347	29901076	Odf2	6	nd
MmuEX0027848	chr17	-	24906521	24906808	24906229	24906429	Mapk8ip3	18	ot
MmuEX1019155	chr7	-	6520288	6522813	6520073	6520182	Olfr1349	21	
MmuEX1021311	chr5	-	110275697	110277654	110274629	110275692	Pxmp2	4	nd
MmuEX1022193	chr1	+	132477855	132484051	132484078	132484745	Rbbp5	26	
MmuEX0036873	chr19	-	3459765	3464544	3459481	3459746	Ppp6r3	18	hi
MmuEX6051198	chr10	+	108264769	108267403	108267421	108268571	Ppp1r12a	17	nd
MmuEX6049295	chr10	-	76719006	76719124	76718544	76718978	Col6a1	27	nd
MmuEX0015583	chr2	-	168219246	168220036	168217777	168219219	Dpm1	26	nd
MmuEX7004288	chr7	+	131106477	131108454	131108482	131112065	Dmbt1	27	
MmuEX1017900	chr16	-	14197594	14198049	14195185	14197579	Myh11	14	nd
MmuEX0014792	chr16	+	31853885	31854667	31854689	31856440	Dlg1	21	hi
MmuEX0049275	chrX	-	140577107	140598127	140542157	140577097	Tsc22d3	9	nd
MmuEX1029085	chr9	-	54628103	54628405	54627959	54628099	Acsbg1	3	nd
MmuEX1003244	chr15	-	94347251	94347668	94346094	94347240	Adamts20	10	
MmuEX1002391	chr5	+	138264102	138264373	138264388	138265427	6330418K02Rik	14	nd
MmuEX0039847	chr1	-	22594105	22596370	22538624	22594092	Rims1	12	
MmuEX6008482	chr7	-	15920474	15922251	15920359	15920448	Selenow	25	nd
MmuEX0034155	chr7	+	114508913	114517320	114517334	114518280	Pde3b	13	hi
MmuEX0022122	chr5	-	134392421	134395616	134390931	134392394	Gtf2ird1	26	nd
MmuEX6044139	chrX	-	42727361	42729552	42725494	42727336	Tenm1	24	
MmuEX1026435	chr1	+	135802624	135803281	135803286	135805052	Tnni1	4	ot
MmuEX6002805	chr6	+	4516015	4516437	4516446	4516899	Col1a2	8	
MmuEX1007622	chr5	+	87780154	87781419	87781423	87781762	Csn1s2a	3	
MmuEX1014772	chr11	-	4422959	4424270	4421610	4422944	Hormad2	14	
MmuEX7002151	chr3	-	133154158	133160718	133149651	133154139	Arhgef38	18	
MmuEX0039621	chr5	+	35030221	35030467	35030487	35031870	Rgs12	19	
MmuEX0008637	chr5	-	93665414	93668526	93638934	93665399	C87414	14	
MmuEX0006695	chr12	+	69959473	69960547	69960563	69963227	Atl1	15	hi
MmuEX0040386	chr5	-	120980142	120986436	120973445	120980129	Rph3a	12	hi
MmuEX0024703	chr14	-	30914052	30914652	30913194	30914048	Itih3	3	nd
MmuEX1005615	chr14	-	12522149	12522202	12509235	12522135	Cadps	13	nd
MmuEX1009553	chr5	+	137357939	137358458	137358480	137360364	Ephb4	21	
MmuEX1007380	chr5	-	113849079	113849528	113848632	113849075	Coro1c	3	nd
MmuEX0012822	chr14	-	57342196	57362921	57313130	57342180	Cryl1	15	nd
MmuEX1008508	chr16	-	35713124	35719311	35704937	35713120	Dirc2	3	nd
MmuEX1027914	chr17	+	71616486	71618546	71618550	71625352	Wdr43	3	nd
MmuEX0013003	chr12	+	59144771	59146335	59146363	59146846	Mia2	27	ot
MmuEX1019390	chr8	-	61714423	61720515	61712879	61714413	Palld	9	nd
MmuEX6106241	chr2	+	155614496	155617523	155617548	155620089	Myh7b	24	
MmuEX0054077	chr11	-	62276640	62281256	62273815	62276617	Zswim7	22	nd
MmuEX1019318	chr9	-	119243380	119244655	119242789	119243370	Oxsr1	9	nd
MmuEX1018828	chr17	-	91076410	91087954	90992145	91076405	Nrxn1	4	nd
