event,chrom,strand,upIntStart,upIntEnd,dnIntStart,dnIntEnd,geneName,lengthDiff,label,group,wt_neural_high_pred,ME,geneID,mes3,mes5,conservation,neural_high_pred
putative_microexon_001263583,chr8,+,28622810,28625057,28625060,28731222,EXTL3,3,,novel_mic,3.5041378e-06,chr8_+_28625057_28625060,ENSG00000012232,6.457913240941675,7.19599346320882,0.0314425286092934,0.00019141269
putative_microexon_001903233,chr14,+,77105844,77200780,77200783,77218800,TMEM63C,3,,novel_mic,0.0002130703,chr14_+_77200780_77200783,ENSG00000165548,3.501608753809669,6.662371846732326,0.0088160919733399,0.00084227783
putative_microexon_001903238,chr14,+,77105844,77199774,77199777,77218800,TMEM63C,3,,novel_mic,5.352077e-05,chr14_+_77199774_77199777,ENSG00000165548,5.720869687836213,6.344666750486235,0.0166724139975715,0.008480053
putative_microexon_000538004,chr14,-,47224691,47301410,47218190,47224686,MDGA2,5,,novel_mic,0.00021646023,chr14_-_47224686_47224691,ENSG00000139915,1.7177391032226188,5.992808629918385,0.1359655172717971,0.0015934798
putative_microexon_000484062,chr18,-,3995626,4005115,3880140,3995623,DLGAP1,3,,novel_mic,3.0142104e-05,chr18_-_3995623_3995626,ENSG00000170579,4.8058243644319925,5.1960212347068255,0.1509885054252956,0.0004381266
putative_microexon_000485282,chr17,+,55315447,55317542,55317545,55320663,HLF,3,,novel_mic,0.0003121816,chr17_+_55317542_55317545,ENSG00000108924,4.687891620751704,6.915201667172068,0.1506149418767134,0.001759297
putative_microexon_000485539,chr9,+,127345477,127351371,127351375,127353845,GARNL3,4,,novel_mic,0.00049217296,chr9_+_127351371_127351375,ENSG00000136895,1.2658514205746974,6.182340081149684,0.1505402295901065,0.004753634
putative_microexon_000475858,chr10,-,103320997,103326533,103314272,103320992,PCGF6,5,,novel_mic,1.0836886e-06,chr10_-_103320992_103320997,ENSG00000156374,2.2031234408668645,9.353542070558923,0.1534080456342847,0.00022082606
putative_microexon_001908005,chr16,-,71461169,71462209,71456828,71461153,ZNF23,16,,novel_mic,0.0037847979,chr16_-_71461153_71461169,ENSG00000167377,2.3353996670116333,8.102133261275453,0.1532445650398427,0.121301666
putative_microexon_001911222,chr11,+,66617057,66657242,66657259,66665855,RBM4,17,,novel_mic,9.1496696e-07,chr11_+_66657242_66657259,ENSG00000173933,1.6567526322970323,9.12229986707638,0.2211243247462285,0.00046241266
putative_microexon_001324464,chr21,-,36822736,36896859,36767285,36822731,HLCS,5,,novel_mic,0.00038345388,chr21_-_36822731_36822736,ENSG00000159267,3.615937200980792,7.303686551657603,0.0271896552542042,0.0036632752
putative_microexon_001325923,chr14,+,88824821,88845594,88845597,88870058,TTC8,3,,novel_mic,4.9653718e-06,chr14_+_88845594_88845597,ENSG00000165533,2.8864411175356075,8.297158577965487,0.0270919540606642,0.000304451
putative_microexon_001326069,chr6,+,25465948,25471008,25471024,25471168,CARMIL1,16,,novel_mic,0.054481205,chr6_+_25471008_25471024,ENSG00000079691,7.902858356234793,8.267288652000852,0.027081521601244,0.14697608
putative_microexon_001326186,chr2,+,9335179,9343057,9343061,9344531,ASAP2,4,,novel_mic,0.0029315294,chr2_+_9343057_9343061,ENSG00000151693,6.597087586443391,8.272031284837428,0.0270747126738444,0.0026590582
putative_microexon_001772611,chr1,+,7827815,7828974,7828977,7829836,PER3,3,,novel_mic,0.00018797208,chr1_+_7828974_7828977,ENSG00000049246,0.1162248481966121,9.04236249600223,0.0055632184208745,0.0003400589
putative_microexon_001880264,chr1,+,149390922,149406580,149406588,149430941,AC242842.3,8,,novel_mic,2.53791e-08,chr1_+_149406580_149406588,ENSG00000286185,7.872449185583793,10.0978441336212,0.116806818777563,0.0001296584
putative_microexon_001880365,chr1,-,148664107,148679461,148640089,148664099,NBPF14,8,,novel_mic,5.7086645e-08,chr1_-_148664099_148664107,ENSG00000270629,7.872449185583793,10.0978441336212,0.1766250001561605,7.768827e-05
putative_microexon_001101531,chr11,+,17330983,17337059,17337083,17337347,NUCB2,24,,novel_mic,3.0044077e-07,chr11_+_17337059_17337083,ENSG00000070081,2.0541867482575893,6.991226153244384,0.0451197918634231,0.000315516
putative_microexon_001156006,chr18,-,37299000,37321832,37275240,37298997,CELF4,3,,novel_mic,0.00028222398,chr18_-_37298997_37299000,ENSG00000101489,7.124935207751404,5.609551745353361,0.0401436783615553,0.0013184883
putative_microexon_000955696,chr2,+,134120291,134189351,134189354,134254261,MGAT5,3,,novel_mic,6.483615e-05,chr2_+_134189351_134189354,ENSG00000152127,3.41665359218176,5.303103264468902,0.0609597696149293,0.00084326806
putative_microexon_001010326,chr13,-,101173990,101176299,101144896,101173973,NALCN,17,,novel_mic,0.006974633,chr13_-_101173973_101173990,ENSG00000102452,8.954767863324571,8.755296331311895,0.0545513518104279,0.017460138
putative_microexon_001011607,chr1,-,21735065,21736445,21729829,21735062,USP48,3,,novel_mic,0.00012893236,chr1_-_21735062_21735065,ENSG00000090686,0.999340758499056,7.822941665554013,0.0544080460027941,0.0031718581
putative_microexon_000102423,chr5,-,65282763,65291328,65273443,65282759,ADAMTS6,4,,novel_mic,1.1661859e-06,chr5_-_65282759_65282763,ENSG00000049192,0.503475003677436,8.04270206507239,0.4023333335156156,0.00010485607
putative_microexon_000104087,chr20,-,18417088,18427066,18414512,18417070,DZANK1,18,,novel_mic,0.13480325,chr20_-_18417070_18417088,ENSG00000089091,7.294096844503014,7.825939338378172,0.3993763438937935,0.019909022
putative_microexon_000126563,chr22,-,43740860,43755765,43735993,43740857,EFCAB6,3,,novel_mic,0.00025304055,chr22_-_43740857_43740860,ENSG00000186976,5.045481409540301,8.394912539714692,0.3650114935877647,0.0005476212
putative_microexon_000127555,chr7,+,7640821,7658947,7658951,7673321,UMAD1,4,,novel_mic,1.0869417e-06,chr7_+_7658947_7658951,ENSG00000219545,1.2985284430684123,5.854374167161792,0.3636781618864832,0.00017897607
putative_microexon_000128370,chr3,-,55988553,55992056,55950560,55988550,ERC2,3,,novel_mic,1.9841635e-05,chr3_-_55988550_55988553,ENSG00000187672,5.530750076377798,5.568733830631795,0.3625919553029736,0.0015980015
putative_microexon_000107062,chr4,+,153152612,153230841,153230844,153275892,TRIM2,3,,novel_mic,7.637194e-06,chr4_+_153230841_153230844,ENSG00000109654,2.657879101568383,8.626404483304944,0.3943045964362849,0.00027022525
putative_microexon_000107870,chr15,-,62040908,62041323,62035052,62040882,VPS13C,26,,novel_mic,0.8942049,chr15_-_62040882_62040908,ENSG00000129003,4.465876734272236,10.47145373488726,0.3930412382025454,0.16750188
putative_microexon_000109891,chr1,-,41133803,41142877,41075451,41133799,SCMH1,4,,novel_mic,6.0565435e-06,chr1_-_41133799_41133803,ENSG00000010803,0.4751615655405018,5.854374167161792,0.3896839081084934,0.00044310503
putative_microexon_000951817,chr14,-,81506910,81526732,81506178,81506907,SEL1L,3,,novel_mic,4.8511316e-07,chr14_-_81506907_81506910,ENSG00000071537,8.041945189713386,9.065916673134454,0.0614367817252895,0.00013834679
putative_microexon_001104780,chr19,+,44165807,44169333,44169338,44170039,ZNF226,5,,novel_mic,9.1772745e-06,chr19_+_44169333_44169338,ENSG00000167380,0.717786058452827,7.367099885678837,0.0448160915416076,0.00018286286
putative_microexon_001104925,chr7,+,64918292,64923365,64923385,64927653,AC092161.1,20,,novel_mic,0.00069711,chr7_+_64923365_64923385,ENSG00000198039,7.722852061746636,5.5904099433560175,0.0448031913937426,0.0010038811
putative_microexon_001879699,chr2,-,151808645,151812356,151806972,151808641,ARL5A,4,,novel_mic,6.840121e-06,chr2_-_151808641_151808645,ENSG00000162980,7.453119922842148,5.560187854702757,0.0539367817524263,0.00027163487
putative_microexon_001743607,chr10,-,385656,387744,384639,385649,DIP2C,7,,novel_mic,1.8152881e-05,chr10_-_385649_385656,ENSG00000151240,2.3946799883364918,7.636607825831152,0.0066514286126143,0.001168694
putative_microexon_001320292,chr2,-,190220480,190244886,190213075,190220466,HIBCH,14,,novel_mic,0.89226717,chr2_-_190220466_190220480,ENSG00000198130,6.626698618159381,6.999061388843799,0.0274560437812776,0.2550612
putative_microexon_001320422,chr11,-,30482122,30495295,30417633,30482119,MPPED2,3,,novel_mic,0.020216675,chr11_-_30482119_30482122,ENSG00000066382,6.358495865989319,10.238510699199464,0.0274482759273739,0.04892045
putative_microexon_001913566,chr17,-,63723011,63728357,63713527,63723007,AC046185.1,4,,novel_mic,0.0047277613,chr17_-_63723007_63723011,ENSG00000125695,0.047165848021835,9.72159298629212,0.1433275864030042,0.0025700612
putative_microexon_001915258,chr19,+,58246390,58271749,58271776,58285716,ZNF544,27,,novel_mic,0.015126323,chr19_+_58271749_58271776,ENSG00000198131,9.341943786320702,9.845645332491872,0.1183641022310043,0.05928995
putative_microexon_001936254,chr21,-,33593404,33907340,33586060,33593399,DONSON,5,,novel_mic,3.6783297e-06,chr21_-_33593399_33593404,ENSG00000159147,6.51509593338346,6.344666750486235,0.0941609191747071,0.0004041111
putative_microexon_001937793,chr6,+,31753629,31757397,31757421,31758164,MSH5,24,,novel_mic,0.0001557563,chr6_+_31757397_31757421,ENSG00000204410,0.0135814368637892,5.28590243682208,0.0453281250520376,0.0004043493
putative_microexon_000425639,chr1,-,201363225,201367777,201361999,201363222,TNNT2,3,,novel_mic,1.239522e-05,chr1_-_201363222_201363225,ENSG00000118194,2.704578513555358,6.88708006967824,0.1695919538929726,0.0006482071
putative_microexon_000472502,chr11,+,70132079,70138620,70138623,70149709,ANO1,3,,novel_mic,2.632291e-06,chr11_+_70138620_70138623,ENSG00000131620,4.981109286180602,8.394912539714692,0.1544137932922177,0.0009965977
putative_microexon_000526521,chr6,-,166337650,166342418,166330247,166337647,SFT2D1,3,,novel_mic,0.0014521858,chr6_-_166337647_166337650,ENSG00000198818,2.9239329872196635,8.542121640499367,0.1389597705485106,0.011331017
putative_microexon_000489173,chr19,+,36610742,36626001,36626004,36626132,ZNF382,3,,novel_mic,8.98037e-06,chr19_+_36626001_36626004,ENSG00000161298,0.8891420583606078,8.8784602172727,0.149442529372721,0.00047371365
putative_microexon_000489950,chr7,-,108154861,108159462,108150147,108154858,NRCAM,3,,novel_mic,8.0415004e-05,chr7_-_108154858_108154861,ENSG00000091129,0.668359973073154,7.63523381091994,0.1492068965125818,0.001195708
putative_microexon_001952125,chr19,-,11483870,11495949,11466827,11483859,ZNF653,11,,novel_mic,1.2297726e-07,chr19_-_11483859_11483870,ENSG00000161914,0.9334659857583316,7.747283338118329,0.5461396655482734,0.0013124188
putative_microexon_001954616,chr12,+,6906662,6908894,6908897,6914532,LRRC23,3,,novel_mic,9.09076e-06,chr12_+_6908894_6908897,ENSG00000010626,0.1480517912406296,5.065682836949331,0.0570114943782274,0.00036364223
putative_microexon_001896866,chr10,+,94843024,94846137,94846161,94849916,CYP2C19,24,,novel_mic,0.0629739,chr10_+_94846137_94846161,ENSG00000165841,6.6524877266032565,8.788941112701458,0.0080416667363654,0.07506469
putative_microexon_001897353,chr8,-,94418678,94467404,94411315,94418655,RAD54B,23,,novel_mic,0.0005192363,chr8_-_94418655_94418678,ENSG00000197275,0.0073879260950833,8.941207651876503,0.1132984294602403,0.004609933
putative_microexon_001898002,chr7,-,92222680,92222821,92222053,92222660,KRIT1,20,,novel_mic,0.48040184,chr7_-_92222660_92222680,ENSG00000001631,4.5568844750395785,10.858313101356435,0.3039787232503047,0.36901495
putative_microexon_001899173,chr4,+,88662555,88662589,88662592,88664152,HERC3,3,,novel_mic,0.004013119,chr4_+_88662589_88662592,ENSG00000138641,2.277025027236286,6.933157853562895,0.5342873585625851,0.005124293
putative_microexon_001838728,chr2,+,117814862,117815765,117815786,117817443,DDX18,21,,novel_mic,0.25164482,chr2_+_117815765_117815786,ENSG00000088205,8.54782208421175,8.923769555617659,0.0029153439417116,0.049056116
putative_microexon_001306790,chr4,+,90923447,91022032,91022054,91085949,CCSER1,22,,novel_mic,3.5573685e-05,chr4_+_91022032_91022054,ENSG00000184305,10.953479793038966,8.022881776791067,0.0283789473800233,0.0033124038
putative_microexon_001144402,chr1,+,46303820,46304175,46304180,46309100,UQCRH,5,,novel_mic,0.00013806939,chr1_+_46304175_46304180,ENSG00000173660,2.7807566298409627,6.253254531000065,0.0411781609766238,0.0024481018
putative_microexon_000989291,chr10,-,106718765,106730049,106709341,106718761,SORCS1,4,,novel_mic,3.1590578e-06,chr10_-_106718761_106718765,ENSG00000108018,0.1626360004196475,7.404267569937504,0.0569712648933603,9.87566e-05
putative_microexon_000991346,chr19,+,47169923,47205103,47205129,47209158,SAE1,26,,novel_mic,0.0658353,chr19_+_47205103_47205129,ENSG00000142230,8.516024429371855,9.351315970765006,0.0567268041885438,0.0333099
putative_microexon_000970809,chr6,-,117578129,117578899,117575352,117578126,GOPC,3,,novel_mic,0.0019339886,chr6_-_117578126_117578129,ENSG00000047932,1.0395124237283473,5.06167770083037,0.0591206900981501,0.0062618414
putative_microexon_000141614,chr5,-,43556466,43557700,43547913,43556439,PAIP1,27,,novel_mic,9.045886e-05,chr5_-_43556439_43556466,ENSG00000172239,2.6712785535789294,6.908242917832471,0.3456410269366386,0.0006106826
putative_microexon_000144273,chr3,+,56594028,56597321,56597325,56613610,CCDC66,4,,novel_mic,2.964996e-06,chr3_+_56597321_56597325,ENSG00000180376,3.726965478999598,6.127385505095488,0.3423965520221451,0.0012697967
putative_microexon_000087982,chr1,-,92714022,92736397,92704744,92713996,EVI5,26,,novel_mic,0.21205665,chr1_-_92713996_92714022,ENSG00000067208,2.065585939120868,11.078494497844932,0.4294742266917553,0.34079796
putative_microexon_000088164,chr14,+,61030523,61032886,61032895,61037624,SLC38A6,9,,novel_mic,6.780303e-05,chr14_+_61032886_61032895,ENSG00000139974,2.0523465869936617,9.368761736621076,0.4290903951607034,0.0032995027
putative_microexon_001117445,chr21,-,26476824,26480271,26468631,26476821,CYYR1,3,,novel_mic,0.0006216585,chr21_-_26476821_26476824,ENSG00000166265,5.293855339856789,5.630566612446825,0.0436264370693878,0.00374957
putative_microexon_001730982,chr19,+,51702652,51702816,51702819,51703020,SPACA6,3,,novel_mic,0.00011060897,chr19_+_51702816_51702819,ENSG00000182310,5.181102395515047,6.637252214849824,0.0071149425990558,0.0030883835
putative_microexon_001731605,chr4,+,153152612,153209826,153209831,153275892,TRIM2,5,,novel_mic,5.863106e-05,chr4_+_153209826_153209831,ENSG00000109654,0.9388941147780862,11.013448855939624,0.0070919540253114,0.00042289996
putative_microexon_001788492,chr10,-,13448633,13452538,13447316,13448630,BEND7,3,,novel_mic,7.953323e-06,chr10_-_13448630_13448633,ENSG00000165626,4.183246143998187,7.162404192957773,0.0049712643677625,0.0005299301
putative_microexon_001894254,chr3,-,101485284,101493872,101459052,101485281,SENP7,3,,novel_mic,2.0072013e-05,chr3_-_101485281_101485284,ENSG00000138468,4.011141170470308,5.565347503530755,,0.0023116672
putative_microexon_000492248,chr16,+,57250507,57251634,57251638,57252241,ARL2BP,4,,novel_mic,4.573313e-06,chr16_+_57251634_57251638,ENSG00000102931,0.6850442530369746,6.7493049962430405,0.1485344827965961,0.0004005311
putative_microexon_000493269,chr17,-,41775413,41786797,41771862,41775410,JUP,3,,novel_mic,0.00039608157,chr17_-_41775410_41775413,ENSG00000173801,7.245713231741688,9.312249803452076,0.1482356314141913,0.0024833172
putative_microexon_000468404,chr9,-,32560191,32572880,32553944,32560187,NDUFB6,4,,novel_mic,4.7498446e-07,chr9_-_32560187_32560191,ENSG00000165264,1.8100404888403392,6.934579156800192,0.1556896560480176,0.00030188783
putative_microexon_000470492,chr6,+,75890265,75891090,75891095,75891227,MYO6,5,,novel_mic,9.907834e-06,chr6_+_75891090_75891095,ENSG00000196586,1.1686140436314263,6.308680044330849,0.1550344827346739,0.00021054753
putative_microexon_000501036,chr9,+,65698561,65705258,65705262,65720040,CBWD5,4,,novel_mic,4.9756824e-07,chr9_+_65705258_65705262,ENSG00000147996,9.519483995395731,8.623184449984832,0.1459827591703894,0.0002538353
putative_microexon_000502132,chr1,-,155819690,155820605,155816262,155819686,GON4L,4,,novel_mic,6.9560974e-06,chr1_-_155819686_155819690,ENSG00000116580,1.3511594551161246,8.552621205738664,0.1456724136155205,9.88528e-05
putative_microexon_000523997,chr2,-,97531537,97532310,97523467,97531515,ANKRD36B,22,,novel_mic,0.00027432464,chr2_-_97531515_97531537,ENSG00000196912,8.709623158626904,8.022881776791067,0.1396315792459063,0.0034478747
putative_microexon_000525763,chr17,-,30792185,30792439,30786031,30792179,CRLF3,6,,novel_mic,0.031315815,chr17_-_30792179_30792185,ENSG00000176390,1.2796257147554508,11.078494497844932,0.1391551721367407,0.058346428
putative_microexon_001886578,chr9,-,128844836,128845352,128842801,128844822,KYAT1,14,,novel_mic,3.90405e-06,chr9_-_128844822_128844836,ENSG00000171097,4.9850059766266295,5.753058258572002,0.0202252748012952,0.00088873296
putative_microexon_001887793,chr10,-,122851249,122855644,122846220,122851229,FAM24B,20,,novel_mic,0.39886463,chr10_-_122851229_122851249,ENSG00000213185,3.5926720783380217,10.35525568625107,0.1526489351978872,0.09877008
putative_microexon_001276871,chr3,+,38004399,38004499,38004507,38005791,VILL,8,,novel_mic,0.00034343242,chr3_+_38004499_38004507,ENSG00000136059,9.95588993575122,8.731178572586156,0.0304829545969947,0.006663775
putative_microexon_001278049,chr5,+,138441088,138443566,138443586,138444414,REEP2,20,,novel_mic,4.863354e-05,chr5_+_138443566_138443586,ENSG00000132563,3.8399525454371264,5.5904099433560175,0.0303989363013162,0.0007513515
putative_microexon_001794021,chr5,-,7834697,7835381,7832023,7834691,C5orf49,6,,novel_mic,3.3879634e-05,chr5_-_7834691_7834697,ENSG00000215217,0.1020482236648949,8.04270206507239,0.004764367851707,0.0014485084
putative_microexon_001797579,chr4,+,76436220,76543120,76543123,76555608,SHROOM3,3,,novel_mic,2.0534697e-05,chr4_+_76543120_76543123,ENSG00000138771,5.722748578148834,8.102133261275453,0.0046264368294063,0.00024748547
putative_microexon_001149719,chr1,+,186965593,186969566,186969581,186977592,PLA2G4A,15,,novel_mic,0.0002546699,chr1_+_186969566_186969581,ENSG00000116711,6.916822264144337,5.312761437679381,0.0407049181455074,0.046442464
putative_microexon_001123910,chr10,+,22345818,22355295,22355299,22364852,SPAG6,4,,novel_mic,4.0224e-06,chr10_+_22355295_22355299,ENSG00000077327,4.69041434549875,7.6295624967620785,0.0430344829527158,0.00010908305
putative_microexon_000134572,chr6,-,96807623,96837267,96799881,96807618,GPR63,5,,novel_mic,8.112267e-05,chr6_-_96807618_96807623,ENSG00000112218,2.0059957111394087,5.411390561438462,0.3543908045233773,0.0040972163
putative_microexon_001097515,chr17,-,46152969,46223670,46094701,46152966,KANSL1,3,,novel_mic,6.495572e-05,chr17_-_46152966_46152969,ENSG00000120071,3.703340661752885,7.330510162596465,0.0455057470157378,0.0012884855
putative_microexon_000984353,chr1,-,180287476,180288269,180281386,180287472,ACBD6,4,,novel_mic,0.000193206,chr1_-_180287472_180287476,ENSG00000230124,3.330681481228684,5.377704878621216,0.0575459773984106,0.00063768664
putative_microexon_001094532,chr8,+,17081740,17083986,17083990,17085235,MICU3,4,,novel_mic,1.2211679e-05,chr8_+_17083986_17083990,ENSG00000155970,3.0778651577529708,6.061321574261413,0.0457988504672305,0.00014029766
putative_microexon_000082579,chr4,+,41685830,41687917,41687926,41689526,LIMCH1,9,,novel_mic,8.873588e-06,chr4_+_41687917_41687926,ENSG00000064042,3.738188192277076,5.662901499724075,0.4408700561366638,0.0006302975
putative_microexon_000084124,chr19,+,57769878,57776669,57776674,57819567,ZNF586,5,,novel_mic,4.1629042e-05,chr19_+_57776669_57776674,ENSG00000083828,1.2229592315725093,7.461590445554773,0.4374425297966976,0.0013946719
putative_microexon_000140678,chr8,+,103501062,103684125,103684129,103697085,RIMS2,4,,novel_mic,4.7217256e-07,chr8_+_103684125_103684129,ENSG00000176406,6.172684941520462,6.51425660062021,0.3467126443818875,7.724667e-05
putative_microexon_000140813,chr2,+,9990747,9990773,9990783,9992006,GRHL1,10,,novel_mic,7.4573572e-06,chr2_+_9990773_9990783,ENSG00000134317,1.4650430425847325,7.524843712964709,0.3465786520797194,0.0005313529
putative_microexon_001127394,chr22,+,30741369,30821391,30821394,30870428,OSBP2,3,,novel_mic,1.9961164e-05,chr22_+_30821391_30821394,ENSG00000184792,0.6585095463188879,5.464665233338335,0.0427126440670523,0.0012160712
putative_microexon_001791764,chr21,-,36787765,36896859,36767285,36787760,HLCS,5,,novel_mic,0.00023507238,chr21_-_36787760_36787765,ENSG00000159267,0.8757679366857053,5.250695549074314,0.0048505747436556,0.004308604
putative_microexon_001792708,chr5,-,158818000,158823199,158796475,158817997,EBF1,3,,novel_mic,6.940499e-05,chr5_-_158817997_158818000,ENSG00000164330,4.852634779172702,5.884541387715871,0.0048160919961091,0.00033840115
putative_microexon_001735363,chr8,-,107305826,107321898,107303367,107305823,ANGPT1,3,,novel_mic,0.0001967559,chr8_-_107305823_107305826,ENSG00000154188,1.7805543316586212,10.47145373488726,0.0069540230384706,0.0007011824
putative_microexon_001737908,chr14,+,37198104,37219871,37219874,37247102,MIPOL1,3,,novel_mic,0.00016385905,chr14_+_37219871_37219874,ENSG00000151338,2.056830092440844,8.779843135135424,0.006862069041891,0.0014996956
putative_microexon_001273184,chr9,+,34459053,34459161,34459184,34485141,DNAI1,23,,novel_mic,0.7621052,chr9_+_34459161_34459184,ENSG00000122735,6.899395918633335,10.645794460185437,0.030743455482008,0.13206398
putative_microexon_001275108,chr22,-,45225945,45240639,45212107,45225941,KIAA0930,4,,novel_mic,1.0032724e-05,chr22_-_45225941_45225945,ENSG00000100364,1.7510570141940394,6.915201667172068,0.030609195749543,0.00078766263
putative_microexon_001248545,chr2,-,27663328,27663514,27662281,27663323,SUPT7L,5,,novel_mic,0.0001282012,chr2_-_27663323_27663328,ENSG00000119760,3.107925948400519,6.595796224915796,0.0325632184006584,0.0014092046
putative_microexon_001249081,chr2,+,84701339,84702937,84702941,84703394,DNAH6,4,,novel_mic,4.6455048e-06,chr2_+_84702937_84702941,ENSG00000115423,4.619292464716395,6.221602116644506,0.0325229886782773,0.00046035854
putative_microexon_001249179,chr16,-,30012146,30013466,30010026,30012126,DOC2A,20,,novel_mic,1.1406748e-06,chr16_-_30012126_30012146,ENSG00000149927,2.517584854619141,8.731178572586156,0.0325159577032343,0.0012671008
putative_microexon_001250413,chr1,+,28668839,28675959,28675962,28683585,GMEB1,3,,novel_mic,8.6070656e-07,chr1_+_28675959_28675962,ENSG00000162419,2.1031080537265217,6.803731311693258,0.0324252873107833,0.00029136313
putative_microexon_001891210,chr2,-,110574434,110576952,110569721,110574431,RGPD6,3,,novel_mic,3.6851166e-06,chr2_-_110574431_110574434,ENSG00000183054,2.833954872838412,8.88432800376615,,0.0004876695
putative_microexon_000459612,chr3,+,196716921,196720347,196720364,196722414,PIGX,17,,novel_mic,1.0748497e-05,chr3_+_196720347_196720364,ENSG00000163964,3.9686920245706,8.336616087936834,0.1584486485068761,0.0027938094
putative_microexon_000460122,chr8,-,42522867,42541820,42472654,42522863,SLC20A2,4,,novel_mic,1.0931259e-06,chr8_-_42522863_42522867,ENSG00000168575,4.564840056750413,6.344666750486235,0.1582873567916057,0.00048633097
putative_microexon_001957362,chr12,+,4765546,4814778,4814783,4850737,GALNT8,5,,novel_mic,4.7599282e-05,chr12_+_4814778_4814783,ENSG00000130035,9.063085167731955,9.651496705972724,0.0930517240977396,0.0013717859
putative_microexon_001835559,chr4,-,185721463,185956195,185678822,185721459,SORBS2,4,,novel_mic,1.4659435e-06,chr4_-_185721459_185721463,ENSG00000154556,5.45342929445566,8.755296331311895,0.0030632184339344,0.00012944518
putative_microexon_001237900,chr11,+,120424415,120426584,120426588,120428068,ARHGEF12,4,,novel_mic,1.1148262e-05,chr11_+_120426584_120426588,ENSG00000196914,1.3527684885274092,5.263195666054024,0.0333793104008032,0.0001518289
putative_microexon_001238201,chr9,+,33548855,33549814,33549818,33550429,ANKRD18B,4,,novel_mic,6.340241e-07,chr9_+_33549814_33549818,ENSG00000230453,0.1392154087678161,7.514162952634297,0.0333563219943223,0.0002020283
putative_microexon_001292303,chr10,+,115426302,115426681,115426708,115461940,ATRNL1,27,,novel_mic,0.000506284,chr10_+_115426681_115426708,ENSG00000107518,8.140336686542547,8.601251201114735,0.0293897436388457,0.029695341
putative_microexon_001027788,chr8,-,22638702,22644754,22630578,22638688,BIN3,14,,novel_mic,4.8529204e-05,chr8_-_22638688_22638702,ENSG00000147439,8.727628181829402,10.21810135506964,0.0526208789791441,0.0009711324
putative_microexon_001027851,chr4,+,56911536,56921753,56921756,56966655,REST,3,,novel_mic,4.123785e-06,chr4_+_56921753_56921756,ENSG00000084093,3.382946719809219,5.938648067434862,0.0526149424934363,0.0007358224
putative_microexon_000149364,chr2,-,9523388,9526110,9521316,9523383,ADAM17,5,,novel_mic,0.0002889787,chr2_-_9523383_9523388,ENSG00000151694,4.789413573563775,8.266635873354394,0.3364425302307849,0.009997403
putative_microexon_000150094,chr15,-,29415617,29570504,29381831,29415612,FAM189A1,5,,novel_mic,3.989392e-05,chr15_-_29415612_29415617,ENSG00000104059,2.3869418755619063,5.464665233338335,0.335574713375034,0.0012276898
putative_microexon_000150274,chr3,+,126733222,126845252,126845255,126852646,CHCHD6,3,,novel_mic,0.0023673961,chr3_+_126845252_126845255,ENSG00000159685,0.6468667188768017,7.441521981612196,0.3353850562132135,0.010798616
putative_microexon_000150397,chr17,-,45482432,45490651,45475726,45482428,PLEKHM1,4,,novel_mic,6.1999646e-07,chr17_-_45482428_45482432,ENSG00000225190,6.322798877459785,6.744570714290592,0.3352298858500589,0.0038009358
putative_microexon_000151274,chrX,+,70426469,70426552,70426559,70426647,GDPD2,7,,novel_mic,0.00039931532,chrX_+_70426552_70426559,ENSG00000130055,4.985777887037047,6.524653263896188,0.3342514288192615,0.0050284113
putative_microexon_000040335,chr9,-,136051740,136095188,136050580,136051731,NACC2,9,,novel_mic,0.00013837621,chr9_-_136051731_136051740,ENSG00000148411,2.854750860744029,10.28536518496236,0.5790056488016294,0.00205
putative_microexon_000041112,chr14,-,30929943,30935162,30912182,30929923,STRN3,20,,novel_mic,0.12494504,chr14_-_30929923_30929943,ENSG00000196792,5.770807783899618,8.993061385476599,0.5751063835892598,0.020576939
putative_microexon_000041492,chr7,+,8004059,8026091,8026094,8055435,GLCCI1,3,,novel_mic,1.1608394e-05,chr7_+_8026091_8026094,ENSG00000106415,3.742091483661608,7.793784342339326,0.5732413790691858,0.00013688054
putative_microexon_000043389,chr6,-,79052060,79060477,79043003,79052042,PHIP,18,,novel_mic,0.17566182,chr6_-_79052042_79052060,ENSG00000146247,9.077862415867584,10.450581318137896,0.5640591406388589,0.13862298
putative_microexon_000043886,chr2,+,200895363,200903489,200903493,200903684,NIF3L1,4,,novel_mic,4.686009e-06,chr2_+_200903489_200903493,ENSG00000196290,3.340567058740737,6.947264479015271,0.5618218411765082,0.0036467856
putative_microexon_000044304,chr9,-,23771913,23825805,23762246,23771910,ELAVL2,3,,novel_mic,1.4615236e-05,chr9_-_23771910_23771913,ENSG00000107105,1.8457448867629551,8.993061385476599,0.5601034486042764,0.00022641105
putative_microexon_000045218,chr2,-,162508755,162517729,162504657,162508730,KCNH7,25,,novel_mic,0.0011299342,chr2_-_162508730_162508755,ENSG00000184611,2.515222559568751,8.235270272955011,0.5561243538398518,0.0030489655
putative_microexon_000046376,chr2,-,196775278,196776009,196773153,196775251,GTF3C3,27,,novel_mic,2.5756829e-06,chr2_-_196775251_196775278,ENSG00000119041,0.3841301826385258,6.374190780691354,0.550989744768669,0.0009790112
