event	chrom	strand	upIntStart	upIntEnd	dnIntStart	dnIntEnd	geneName	lengthDiff	label
HsaEX0058152	chr19	-	436399	436629	436292	436379	SHC2	19	
HsaEX0047940	chr19	-	48088713	48090363	48085113	48088685	PLA2G4C	27	nd
HsaEX0046720	chr10	+	6226366	6228195	6228219	6326545	PFKFB3	23	
HsaEX0023128	chr14	-	52661305	52663800	52658151	52661292	ERO1A	12	nd
HsaEX6000529	chr11	+	4593760	4593889	4593898	4593981	OR52I1	8	
HsaEX1029356	chrX	+	23667812	23668024	23668028	23671528	PRDX4	3	nd
HsaEX1011178	chr11	-	61301445	61302256	61300933	61301441	DDB1	3	nd
HsaEX6046506	chr6	-	32580271	32580745	32579105	32580246	HLA-DRB1	24	nd
HsaEX0021425	chr12	-	77044270	77044636	77043200	77044245	E2F7	24	
HsaEX1040424	chr5	+	168126940	168139505	168139518	168149427	TENM2	12	nd
HsaEX1042348	chr5	-	95495937	95497415	95495018	95495926	TTC37	10	nd
HsaEX7003870	chr6	-	123377743	123377865	123375632	123377715	TRDN	27	nd
HsaEX1013674	chr1	-	28057090	28057993	28048427	28057075	EYA3	14	nd
HsaEX1015164	chr18	+	35703644	35704124	35704135	35709623	GALNT1	10	nd
HsaEX1042762	chr20	-	50084385	50084483	50084255	50084379	UBE2V1	5	
HsaEX1003845	chr2	+	97216657	97216802	97216812	97217169	ANKRD36	9	
HsaEX1016930	chr11	+	119091527	119091860	119091875	119092124	HMBS	14	nd
HsaEX1025409	chr21	+	42897048	42898114	42898122	42903181	NDUFV3	7	nd
HsaEX7001086	chr2	+	39558047	39587015	39587035	39599365	AC007246.3	19	ot
HsaEX0051231	chr1	+	29305429	29307128	29307147	29310743	PTPRU	18	hi
HsaEX0051111	chr9	-	8523525	8524924	8521547	8523512	PTPRD	12	hi
HsaEX1029281	chr11	+	68603493	68604657	68604661	68609903	PPP6R3	3	nd
HsaEX0021107	chr6	-	15593082	15615266	15533396	15593058	DTNBP1	23	nd
HsaEX6025024	chr17	-	76474805	76475029	76474535	76474788	RHBDF2	16	
HsaEX1032959	chr1	-	113060453	113072938	113048562	113060448	RP11-31F15.2	4	lo
HsaEX0023542	chr13	+	37003008	37003494	37003518	37004515	EXOSC8	23	hi
HsaEX1037869	chr18	-	47892288	47896520	47870565	47892281	SMAD2	6	nd
HsaEX6049204	chr6	-	123252436	123255080	123224132	123252411	TRDN	24	nd
HsaEX1019164	chr3	-	160504528	160504957	160502203	160504513	KPNA4	14	nd
HsaEX6034510	chr1	+	161218277	161218702	161218724	161218880	FCER1G	21	nd
HsaEX0012807	chr4	+	15560623	15561587	15561603	15563354	CC2D2A	15	ot
HsaEX6014252	chr2	+	85422691	85429586	85429613	85432612	SH2D6	26	
HsaEX1029196	chr4	-	6380391	6380996	6378573	6380382	PPP2R2C	8	nd
HsaEX0058111	chr19	-	50697123	50697588	50689280	50697095	SHANK1	27	
HsaEX0020292	chr3	+	132467314	132472556	132472572	132473144	DNAJC13	15	ot
HsaEX1033943	chr12	-	122213162	122216487	122208578	122213158	DIABLO	3	nd
HsaEX1030601	chr12	+	68611053	68614405	68614409	68648705	RAP1B	3	nd
HsaEX1029960	chr19	+	49858654	49859161	49859177	49859985	PTOV1	15	nd
HsaEX1039889	chr10	+	122050551	122052019	122052023	122082655	TACC2	3	
HsaEX1006745	chr1	+	181739254	181739259	181739270	181752141	CACNA1E	10	nd
HsaEX0005072	chr4	-	40842376	40857025	40830578	40842369	APBB2	6	hi
HsaEX1044160	chr8	+	55103295	55174968	55174974	55357677	XKR4	5	nd
HsaEX6060227	chr3	-	194437574	194438855	194437465	194437555	ATP13A3	18	nd
HsaEX6054304	chr3	+	9917421	9917712	9917735	9917922	IL17RC	22	nd
HsaEX1038756	chr2	-	227995157	227995508	227993621	227995129	SPHKAP	27	nd
HsaEX1039668	chr9	-	110458120	110458475	110457353	110458114	SVEP1	5	nd
HsaEX1012729	chr1	+	245083689	245086759	245086766	245121919	EFCAB2	6	nd
HsaEX1017409	chr7	+	112450783	112452508	112452512	112455762	IFRD1	3	nd
HsaEX1041971	chr11	+	35726164	35734146	35734150	35735425	TRIM44	3	nd
HsaEX6074626	chr15	-	49028169	49028452	49027481	49028143	SECISBP2L	25	nd
HsaEX0027672	chr4	+	157078147	157091370	157091383	157170431	GLRB	12	nd
HsaEX6051326	chrX	-	40729346	40735197	40726852	40729318	MED14	27	nd
HsaEX1000008	chr4	+	70072558	70073004	70073032	70074115		27	
HsaEX0044634	chr5	+	168204622	168211733	168211755	168215039	TENM2	21	hi
HsaEX1013449	chr13	-	46781358	46781495	46780034	46781352	ESD	5	nd
HsaEX1044113	chr4	+	183249994	183252103	183252127	183253756	WWC2	23	
HsaEX0041318	chr10	-	93340165	93343855	93337914	93340152	MYOF	12	
HsaEX0029004	chr2	-	27334000	27335597	27333785	27333973	GTF3C2	26	nd
HsaEX1009111	chr18	+	74500034	74501211	74501239	74501328	CNDP2	27	
HsaEX0041240	chr6	+	75892691	75894813	75894841	75907604	MYO6	27	lo
HsaEX1039349	chr12	+	27244333	27258804	27258811	27297709	STK38L	6	nd
HsaEX1042649	chr2	-	199947599	199948317	199943835	199947575	TYW5	23	
HsaEX1005391	chr18	-	31645300	31645354	31638761	31645296	B4GALT6	3	nd
HsaEX1001485	chr5	+	149251420	149252200	149252209	149252756	ABLIM3	8	nd
HsaEX1008729	chr9	+	33267900	33268836	33268864	33270622	CHMP5	27	nd
HsaEX0023502	chr17	-	76093761	76094413	76091236	76093748	EXOC7	12	nd
HsaEX0038049	chr5	+	139307529	139315728	139315739	139322768	MATR3	10	nd
HsaEX0011473	chr7	+	48052924	48054594	48054607	48060225	C7orf57	12	
HsaEX0038017	chr10	+	27173260	27177800	27177816	27180952	MASTL	15	nd
HsaEX6061879	chr9	-	92464803	92464918	92460568	92464794	ASPN	8	nd
HsaEX1004221	chr11	+	43335995	43340223	43340227	43342432	API5	3	nd
HsaEX1015019	chr16	+	31185180	31186182	31186192	31186801	FUS	9	nd
HsaEX1029192	chr5	-	146918389	146919391	146917912	146918373	PPP2R2B-IT1	15	
HsaEX1011824	chr8	+	22080461	22080617	22080626	22080804	DMTN	8	
HsaEX1010612	chr2	+	80608319	80620795	80620803	80647584	CTNNA2	7	nd
HsaEX1010688	chr10	-	102425373	102432525	102425199	102425362	CUEDC2	10	nd
HsaEX1036974	chr19	+	16841969	16842873	16842878	16846969	SIN3B	4	nd
HsaEX1026424	chr12	-	102116616	102118362	102112233	102116612	NUP37	3	nd
HsaEX6020615	chr17	-	7676404	7676520	7676273	7676381	TP53	22	nd
HsaEX1030282	chr17	-	76274938	76275818	76274244	76274934	QRICH2	3	nd
HsaEX1012103	chr19	-	10172103	10173089	10168365	10172087	DNMT1	15	nd
HsaEX6020189	chr17	+	4718685	4719282	4719290	4720215	ARRB2	7	
HsaEX1019381	chr11	-	72102728	72103182	72099257	72102723	LAMTOR1	4	nd
HsaEX1045931	chr1	-	157770056	157770408	157768702	157770053	FCRL2	2	
HsaEX1006804	chr1	+	159193561	159193889	159193903	159196363	CADM3	13	
HsaEX6041212	chr13	+	113128240	113138456	113138482	113139356	F10	25	nd
HsaEX1007585	chrX	+	50312633	50312866	50312891	50313855	CCNB3	24	
HsaEX0013416	chr10	+	32456335	32462682	32462704	32463016	CCDC7	21	nd
HsaEX1005516	chr7	+	107594106	107595358	107595362	107595866	BCAP29	3	nd
HsaEX1027612	chr16	+	15001789	15022703	15022719	15033277	PDXDC1	15	
HsaEX7005048	chr8	+	63169009	63169386	63169412	63176302	YTHDF3	25	nd
HsaEX0016707	chr3	-	15479004	15479337	15477198	15478976	COLQ	27	
HsaEX6099534	chr5	-	116473094	116475544	116467748	116473072	SEMA6A	21	nd
HsaEX1038457	chr10	-	95353755	95354881	95351377	95353750	SORBS1	4	nd
HsaEX7003774	chr6	+	75362957	75385657	75385685	75399162	RP11-415D17.3	27	
HsaEX0011689	chr9	-	109086021	109087172	109080944	109085996	TMEM245	24	hi
HsaEX6044605	chr16	+	69316373	69318649	69318664	69320246	VPS4A	14	
HsaEX6029584	chr1	+	28737148	28737657	28737683	28738258	YTHDF2	25	nd
HsaEX1002546	chr1	+	236743044	236744454	236744458	236744625	ACTN2	3	nd
HsaEX0003226	chr7	+	129413689	129422164	129422178	129422839	AHCYL2	13	nd
HsaEX6041130	chr13	+	110307529	110307859	110307887	110308068	COL4A2	27	
HsaEX0059132	chr19	+	19101887	19104912	19104939	19105560	SLC25A42	26	nd
HsaEX1023891	chr19	-	2039464	2039630	2037830	2039460	MKNK2	3	nd
HsaEX1036732	chr5	+	156508703	156538530	156538534	156589230	SGCD	3	nd
HsaEX1012886	chr8	-	116737716	116755665	116726161	116737712	EIF3H	3	nd
HsaEX6068388	chr12	-	96017581	96018762	96017115	96017556	LTA4H	24	nd
HsaEX1004665	chr5	-	54300029	54310431	54171929	54300025	ARL15	3	nd
HsaEX7104575	chr6	-	162269629	162283684	162264750	162269606	PARK2	22	
HsaEX1008104	chr19	-	44511427	44511636	44511156	44511401	CEACAM20	25	
HsaEX0007048	chr4	-	42502825	42503449	42485669	42502803	ATP8A1	21	ot
HsaEX0004512	chr8	-	100559049	100559710	100533312	100559037	ANKRD46	11	nd
HsaEX1032320	chr16	+	12372910	12373001	12373029	12373668	RP11-165M1.2	27	
HsaEX0051694	chr12	+	69801722	69812870	69812878	69812963	RAB3IP	7	nd
HsaEX0027514	chr12	-	109967320	109967457	109965578	109967313	GIT2	6	hi
HsaEX1042302	chr5	+	34839018	34839182	34839260	34840664	TTC23L	14	lo
HsaEX1012547	chr17	+	58083684	58084751	58084755	58087081	DYNLL2	3	nd
HsaEX0047810	chr16	-	2113060	2113160	2112964	2113040	PKD1	19	hi
HsaEX1009317	chr1	-	31695111	31695185	31694171	31695102	COL16A1	8	nd
HsaEX0056831	chr9	-	136463602	136463678	136463441	136463585	SEC16A	16	
HsaEX1003023	chr10	-	114386654	114404439	114340732	114386650	AFAP1L2	3	nd
HsaEX0058256	chr3	+	113612195	113615062	113615078	113616099	SIDT1	15	hi
HsaEX1018443	chr6	+	73125433	73125519	73125525	73133420	KCNQ5	5	nd
HsaEX6046118	chr6	-	30109049	30110447	30108169	30109025	TRIM31	23	
HsaEX1006214	chr12	-	7090378	7091451	7090249	7090374	C1R	3	nd
HsaEX1024581	chr12	+	40567834	40568863	40568871	40569002	MUC19	7	
HsaEX1037512	chr4	-	102285974	102304316	102268080	102285948	SLC39A8	25	hi
HsaEX1028866	chr19	-	633214	633424	632939	633199	POLRMT	14	
HsaEX0031209	chr21	+	39779306	39788166	39788189	39792007	IGSF5	22	nd
HsaEX1019401	chr8	+	97805465	97814833	97814837	97815303	LAPTM4B	3	nd
HsaEX6084687	chr4	+	70136073	70139908	70139936	70141391	PRR27	27	
HsaEX1037381	chr9	+	127397539	127399447	127399452	127399906	SLC2A8	4	nd
HsaEX0057320	chr19	+	47778815	47780735	47780750	47780863	SELENOW	14	nd
HsaEX1025659	chr2	+	200897215	200898037	200898041	200899384	NIF3L1	3	nd
HsaEX0060279	chr19	+	11003398	11005479	11005483	11007901	SMARCA4	3	nd
HsaEX1013857	chr5	+	176089522	176090369	176090395	176093194	FAM153B	25	
HsaEX1044315	chr20	+	44901834	44902504	44902515	44903992	YWHAB	10	nd
HsaEX1013628	chr14	-	57237678	57239590	57237359	57237673	EXOC5	4	
HsaEX0011970	chr1	+	181739254	181750475	181750488	181752142	CACNA1E	12	
HsaEX1009033	chr19	+	44977461	44985093	44985097	44985217	CLPTM1	3	nd
HsaEX1021921	chr1	+	156136368	156136622	156136626	156137190	LMNA	3	nd
HsaEX7101840	chr1	-	18176175	18176650	18167025	18176152	RP11-174G17	22	
HsaEX0016438	chr5	-	178247553	178247774	178246454	178247525	COL23A1	27	nd
HsaEX1037926	chr2	+	216478300	216479116	216479120	216482737	SMARCAL1	3	nd
HsaEX6024233	chr17	-	64503817	64504272	64503572	64503802	DDX5	14	nd
HsaEX0011640	chr9	+	128160487	128162003	128162008	128163442	C9orf16	4	ot
HsaEX0004249	chr2	-	240541751	240552913	240525850	240541746	ANKMY1	4	nd
HsaEX1037591	chr4	+	71339506	71340953	71340973	71349911	SLC4A4	19	
HsaEX6005824	chr21	+	25706091	25712220	25712233	25712339	JAM2	12	nd
HsaEX1043402	chr19	+	45521407	45522032	45522048	45522167	VASP	15	
HsaEX1029419	chr1	+	56645475	56671440	56671448	56674380	PRKAA2	7	nd
HsaEX1013510	chr12	+	22671356	22671959	22671972	22673499	ETNK1	12	nd
HsaEX1032370	chr1	-	18167764	18175950	18167025	18167746	RP11-174G17	17	
HsaEX1011377	chr11	-	9169065	9169855	9165968	9169037	DENND5A	27	nd
HsaEX6095078	chr19	+	39516022	39518479	39518492	39518739	SELENOV	12	
HsaEX1019862	chr13	-	51110414	51113192	51088076	51110410	LINC00371	3	
HsaEX6005465	chr11	-	125778576	125778721	125778003	125778551	PATE2	24	
HsaEX1036537	chr7	+	35801271	35812060	35812069	35832797	SEPT7	8	nd
HsaEX1002399	chr10	+	123009072	123010047	123010070	123034355	ACADSB	22	lo
HsaEX0031478	chr16	+	3067614	3067983	3068011	3068179	IL32	27	nd
HsaEX1023942	chr3	+	155079757	155080462	155080467	155084157	MME	4	
HsaEX1017763	chr11	-	77968433	77981458	77961139	77968423	INTS4	9	nd
HsaEX6049568	chr6	-	136705134	136720449	136698683	136705109	MAP3K5	24	nd
HsaEX0039996	chr10	-	28111121	28119650	28089842	28111108	MPP7	12	hi
HsaEX6005337	chr11	+	123577578	123578409	123578431	123584311	GRAMD1B	21	
HsaEX1001414	chr11	+	119158930	119159049	119159060	119160226	ABCG4	10	
HsaEX0046822	chr19	+	17511961	17512944	17512969	17516172	PGLS	24	
HsaEX6006632	chr21	+	45989653	45989751	45989779	45990257	COL6A1	27	nd
HsaEX6057245	chr3	+	97532544	97569923	97569948	97592611	EPHA6	24	
HsaEX0041207	chr18	-	49877519	49877762	49875828	49877515	MYO5B	3	nd
HsaEX1015803	chr3	+	37282273	37330349	37330353	37366079	GOLGA4	3	nd
HsaEX0032537	chr14	-	93076620	93115068	93016802	93076594	ITPK1	25	nd
HsaEX0042383	chr16	+	83978553	83980838	83980865	83981029	NECAB2	26	hi
HsaEX1019106	chr7	-	152421778	152435625	152358676	152421774	KMT2C	3	nd
HsaEX1023326	chr5	-	88817832	88823734	88804802	88817804	MEF2C	27	
HsaEX1011148	chr12	-	57542867	57546027	57535846	57542860	DCTN2	6	nd
HsaEX0001804	chr3	-	195325456	195326884	195320814	195325443	ACAP2	12	hi
HsaEX1035884	chr3	-	134192364	134195081	134191975	134192360	RYK	3	nd
HsaEX1013560	chr14	+	100132780	100133208	100133218	100135904	EVL	9	nd
HsaEX0005611	chr11	+	120337276	120406117	120406142	120407737	ARHGEF12	24	nd
HsaEX0013168	chr1	+	26256742	26256850	26256877	26257596	CEP85	26	lo
HsaEX0030919	chr12	-	6549485	6549755	6548826	6549475	IFFO1	6	lo
HsaEX1010938	chr22	+	37282589	37282863	37282874	37283997	CYTH4	10	
HsaEX1020124	chr21	+	33931268	33935789	33935800	33945809	LINC00649	10	
HsaEX0029057	chr22	+	46314014	46315691	46315696	46316031	GTSE1	4	nd
HsaEX0040906	chr11	-	47347030	47347425	47346371	47347026	MYBPC3	3	
HsaEX7011028	chr21	+	33058205	33062791	33062817	33064602	LINC00945	25	
HsaEX1029811	chr12	+	121911750	121914991	121915019	121915855	PSMD9	27	
HsaEX0011907	chr19	-	13267196	13275849	13262834	13267183	CACNA1A	12	
HsaEX1001360	chr16	+	16090589	16098267	16098282	16102626	ABCC1	14	nd
HsaEX0052286	chr5	-	131511302	131521389	131510492	131511292	RAPGEF6	9	
HsaEX1036025	chr12	-	55803545	55803628	55800901	55803532	SARNP	12	nd
HsaEX1012277	chr11	+	66480466	66482053	66482062	66482195	DPP3	8	nd
HsaEX0064053	chr6	+	170569780	170571492	170571505	170572185	TBP	12	
HsaEX0012542	chrX	-	41523026	41523950	41520597	41522998	CASK	27	
HsaEX1038287	chr2	-	96285043	96296535	96275316	96285038	SNRNP200	4	nd
HsaEX1008097	chr16	-	80683127	80684537	80633237	80683123	CDYL2	3	nd
HsaEX6091992	chr19	+	4307984	4310272	4310296	4310474	FSD1	23	nd
HsaEX1040462	chr4	+	105190487	105195173	105195189	105233896	TET2	15	nd
HsaEX1034412	chr14	-	55271909	55272007	55263157	55271881	RP11-665C16.6	27	
HsaEX0035103	chrX	-	153873243	153875760	153872698	153873227	L1CAM	15	hi
HsaEX0012730	chr3	-	105671047	105672336	105670353	105671023	CBLB	23	nd
HsaEX1029108	chr6	-	30615519	30616477	30614603	30615507	PPP1R10	11	nd
HsaEX1033769	chr11	+	43556962	43576597	43576612	43584559	RP11-472I20.3	14	
HsaEX1027055	chr6	-	162263271	162265190	162074159	162263261	PARK2	9	
HsaEX6051157	chrX	-	33085928	33124468	33020201	33085900	DMD	27	
HsaEX1016244	chr17	-	39909336	39909755	39906988	39909332	GSDMB	3	nd
HsaEX0008077	chr12	+	32107545	32107661	32107674	32107890	BICD1	12	
HsaEX1003114	chr7	+	141596642	141600550	141600558	141601204	AGK	7	nd
HsaEX0058115	chr11	-	70501932	70502205	70492466	70501922	SHANK2	9	hi
HsaEX0014781	chr12	-	88068047	88068521	88064116	88068037	CEP290	6	nd
HsaEX1028888	chr13	+	28664570	28664963	28664967	28668472	POMP	3	nd
HsaEX6088749	chr10	+	69907019	69919061	69919089	69927086	COL13A1	27	nd
HsaEX0021813	chr5	+	38438456	38445678	38445703	38448300	EGFLAM	24	hi
HsaEX1038316	chr15	+	24968083	24968791	24968800	24974310	SNRPN	5	nd
HsaEX6087928	chr10	-	27060539	27063987	27053391	27060511	ANKRD26	27	
HsaEX1041504	chr11	+	1839705	1839848	1839856	1840395	TNNI2	7	
HsaEX1026618	chr7	-	144334603	144354031	144254697	144334599	OR2A1-AS1	3	nd
HsaEX0026113	chr9	-	129915981	129923843	129909000	129915965	FNBP1	15	hi
HsaEX6017111	chr2	-	178530117	178530240	178530011	178530100	TTN	16	
HsaEX1030182	chr8	+	127890999	127932464	127932475	127939507	PVT1	10	nd
HsaEX1042958	chr16	-	20347894	20348222	20346335	20347870	UMOD	23	
HsaEX6033500	chr1	-	151406632	151406910	151406465	151406606	POGZ	25	nd
HsaEX1023471	chr4	-	169994296	170026233	169992310	169994292	MFAP3L	3	nd
HsaEX1040748	chr7	-	11426672	11428946	11424830	11426665	THSD7A	6	nd
HsaEX0051437	chr10	-	98410959	98415008	98407998	98410938	PYROXD2	20	nd
HsaEX6008581	chr7	+	76500521	76501266	76501293	76502297	DTX2	26	ot
HsaEX1003590	chr11	+	94800312	94821779	94821790	94830049	AMOTL1	10	
HsaEX0019671	chr5	-	141571437	141571925	141534434	141571427	DIAPH1	9	nd
HsaEX1041418	chr14	+	51249766	51251891	51251895	51254340	TMX1	3	nd
HsaEX1004440	chr16	-	24969990	24970506	24968773	24969984	ARHGAP17	5	nd
HsaEX1005518	chrX	-	153705102	153715541	153704095	153705075	BCAP31	26	nd
HsaEX0016967	chr4	+	15033212	15040463	15040488	15052413	CPEB2	24	hi
HsaEX1016313	chr2	-	144304277	144332438	144235738	144304273	GTDC1	3	nd
HsaEX1030683	chr3	+	141586753	141607663	141607672	141607677	RASA2	8	nd
HsaEX0012359	chr2	-	30745735	30751102	30743580	30745722	CAPN13	12	
HsaEX6063288	chr9	+	128586348	128598962	128598987	128605295	SPTAN1	24	nd
HsaEX1021287	chr21	-	28167246	28170077	28163718	28167225	LINC01695	20	
HsaEX1012095	chr10	-	99898761	99899918	99898286	99898742	DNMBP	18	nd
HsaEX0037919	chr14	+	103462462	103465423	103465451	103465556	MARK3	27	
HsaEX0030341	chr19	-	12765835	12765926	12765725	12765828	HOOK2	6	hi
HsaEX1026505	chr9	-	133208257	133209127	133208192	133208244	OBP2B	12	
HsaEX0017556	chr5	+	123604831	123605338	123605363	123614341	CSNK1G3	24	hi
HsaEX1038337	chr15	+	24962210	24962875	24962879	24967931	SNRPN	3	nd
HsaEX0070285	chr10	+	74074904	74076109	74076113	74082453	VCL	3	nd
HsaEX1019434	chr12	+	50429091	50430290	50430294	50430494	LARP4	3	
HsaEX0012069	chr2	-	151870862	151872416	151870612	151870841	CACNB4	20	hi
HsaEX0031797	chr10	+	119819062	119819519	119819540	119820845	INPP5F	20	
HsaEX1022421	chr14	-	74544668	74549862	74536001	74544662	LTBP2	5	nd
HsaEX1042351	chr1	-	51320702	51321720	51312944	51320697	TTC39A	4	nd
HsaEX1004450	chr10	-	24605775	24620149	24596851	24605766	ARHGAP21	8	
HsaEX0066963	chr7	+	142796415	142801943	142801962	142802104	TRBC2	18	
HsaEX6084669	chr4	+	70030792	70031978	70032000	70032077	HTN3	21	nd
HsaEX0073163	chr3	+	44631222	44632185	44632197	44632472	ZNF197	11	
HsaEX1021989	chr16	+	48262873	48264299	48264304	48270015	LONP2	4	nd
HsaEX1041228	chr10	+	61482826	61483208	61483236	61483831	TMEM26-AS1	27	
HsaEX0022384	chr14	-	88634490	88638808	88627820	88634468	EML5	21	nd
HsaEX0025270	chr8	+	463151	467719	467747	468714	FBXO25	27	hi
HsaEX1043823	chr10	+	48796451	48801504	48801509	48803285	WDFY4	4	
HsaEX0065076	chr19	-	3017860	3019282	3015761	3017839	TLE2	20	ot
HsaEX1028423	chr10	+	94325105	94325202	94325224	94327967	PLCE1	21	ot
HsaEX6013685	chr2	-	65105404	65129892	65104807	65105395	RAB1A	8	nd
HsaEX1003997	chr15	-	60393495	60396150	60393441	60393490	ANXA2	4	nd
HsaEX1008572	chr15	+	57377166	57378345	57378349	57437984	CGNL1	3	nd
HsaEX0012052	chr17	-	39185151	39186495	39184865	39185130	CACNB1	20	hi
HsaEX0015633	chr19	+	7765922	7766059	7766208	7766655	CLEC4M	10	
HsaEX0008095	chr2	-	127053446	127059010	127051244	127053421	BIN1	24	hi
HsaEX1013356	chr5	-	60900309	60902441	60899728	60900299	ERCC8	9	nd
HsaEX1007679	chr12	-	7487204	7487358	7486987	7487200	CD163	3	nd
HsaEX1005769	chr8	+	26408377	26409688	26409715	26410363	BNIP3L	26	nd
HsaEX1026939	chr5	+	102950821	102951571	102951575	102959874	PAM	3	nd
HsaEX1006938	chr2	-	31189672	31191934	31189479	31189666	CAPN14	5	
HsaEX1005896	chr6	+	36201771	36202660	36202685	36204657	BRPF3	24	
HsaEX1023931	chr4	+	145619408	145637599	145637701	145639074	MMAA	12	
HsaEX1026120	chr2	-	156328777	156329322	156328534	156328762	NR4A2	14	
HsaEX0017197	chr16	-	3767039	3767719	3758973	3767035	CREBBP	3	nd
HsaEX1042727	chr2	+	237994810	238004847	238004851	238025341	UBE2F	3	nd
HsaEX1032390	chr11	+	11117950	11120523	11120536	11167822	RP11-179A10.1	12	
HsaEX1026748	chrX	-	48957481	48957520	48957441	48957472	OTUD5	8	
HsaEX0016439	chr5	-	178245969	178246253	178242395	178245941	COL23A1	27	nd
HsaEX0021820	chr19	+	40801416	40806659	40806675	40807137	EGLN2	15	nd
HsaEX0062520	chr2	+	218692294	218692486	218692512	218692582	STK36	25	
HsaEX6064137	chr9	+	136980285	136980832	136980856	136983568	RP11-229P13.28	23	
HsaEX1002395	chr1	+	75761371	75762691	75762702	75763292	ACADM	10	
HsaEX1045914	chr1	-	160999409	160999639	160999092	160999395	F11R	13	nd
HsaEX1039597	chr17	-	75182127	75182813	75181189	75182114	SUMO2	12	nd
HsaEX1041860	chr18	-	31891720	31897785	31890867	31891698	TRAPPC8	21	hi
HsaEX1036457	chr1	+	156173007	156174827	156174848	156175085	SEMA4A	20	
HsaEX0030312	chr19	+	41268346	41269517	41269521	41272081	HNRNPUL1	3	nd
HsaEX6041922	chr16	-	2856849	2857827	2856254	2856821	PRSS22	27	nd
HsaEX1009575	chr16	-	84574672	84590104	84566956	84574665	COTL1	6	nd
HsaEX1003544	chr2	-	201775632	201780876	201768946	201775627	ALS2	4	nd
HsaEX1036705	chr1	+	168236771	168237929	168237941	168239130	SFT2D2	11	nd
HsaEX0056040	chr19	+	38523310	38523914	38523930	38525331	RYR1	15	nd
HsaEX1008720	chrX	-	85950591	86027490	85863095	85950587	CHM	3	nd
HsaEX1007848	chr1	-	151058875	151059478	151056787	151058865	CDC42SE1	9	nd
HsaEX1029868	chr9	-	95450140	95453477	95449941	95450123	PTCH1	16	hi
HsaEX1012067	chr2	-	229474587	229477139	229447541	229474583	DNER	3	nd
HsaEX0032926	chr11	-	106076708	106077311	106059110	106076698	KBTBD3	9	
HsaEX1012412	chr6	-	56628599	56629249	56628162	56628592	DST	6	nd
HsaEX1027610	chr16	+	14975221	14993848	14993852	14997756	PDXDC1	3	nd
HsaEX1040115	chr8	+	123126190	123126353	123126379	123126507	TBC1D31	25	hi
HsaEX7009090	chr16	-	80679737	80684537	80633237	80679733	CDYL2	3	
HsaEX0052527	chr1	-	205115884	205121854	205114962	205115857	RBBP5	26	nd
HsaEX0015666	chr12	-	122276445	122278153	122274163	122276438	CLIP1	6	hi
HsaEX1010630	chr20	+	37746631	37757045	37757050	37757570	CTNNBL1	4	
HsaEX1011670	chr11	+	111982488	111982886	111982890	111985231	DIXDC1	3	nd
HsaEX1000783	chr16	-	30268491	30268997	30267645	30268401		24	
HsaEX0033312	chr12	-	387275	387745	385975	387247	KDM5A	27	nd
HsaEX1002428	chr17	+	63485373	63486185	63486199	63486291	ACE	13	nd
HsaEX1007459	chr17	-	82145854	82151559	82134195	82145850	CCDC57	3	nd
HsaEX1030185	chr15	+	24568183	24569782	24569810	24570031	PWRN1	27	
HsaEX1036770	chr10	+	70851211	70853579	70853583	70854707	SGPL1	3	nd
HsaEX1022720	chr9	+	137089006	137089695	137089701	137096236	MAN1B1	5	nd
HsaEX1038771	chr4	-	56816715	56820535	56811795	56816710	SPINK2	4	
HsaEX6029686	chr1	-	31690394	31690528	31689852	31690366	COL16A1	27	nd
HsaEX1037309	chrX	+	119399521	119399651	119399679	119410189	SLC25A43	27	
HsaEX7106175	chr10	+	15103714	15104436	15104456	15111685	RPP38	19	
HsaEX0050578	chr11	-	14520212	14610965	14519042	14519904	PSMA1	19	
HsaEX0042009	chr2	-	183024996	183037991	183023917	183024977	NCKAP1	18	hi
HsaEX0028502	chr19	+	35009330	35009422	35009444	35009887	GRAMD1A	21	nd
HsaEX0003060	chr1	-	48534917	48539641	48534294	48534889	AGBL4	27	
HsaEX6067923	chr12	+	75481426	75498693	75498721	75498823	GLIPR1	27	nd
HsaEX1003640	chr19	+	8363363	8364621	8364640	8365953	ANGPTL4	18	
HsaEX1016412	chr1	+	228146939	228147251	228147255	228147405	GUK1	3	nd
HsaEX0026468	chr4	-	48502846	48505546	48501734	48502827	FRYL	18	hi
HsaEX1036538	chr7	+	35801271	35815307	35815313	35832797	SEPT7	5	ot
HsaEX1015178	chr2	+	153901008	153907437	153907441	153926287	GALNT13	3	nd
HsaEX0007789	chr7	+	33352050	33352858	33352874	33357854	BBS9	15	nd
HsaEX1024290	chr11	-	10681846	10693819	10652183	10681842	MRVI1	3	nd
HsaEX1013573	chr22	+	29273865	29274267	29274283	29278029	EWSR1	15	
HsaEX1044975	chr17	-	18679829	18680740	18663228	18679825	ZNF286B	3	nd
HsaEX1043478	chr3	-	11561798	11564796	11559456	11561793	VGLL4	4	nd
HsaEX1024916	chr10	-	93338343	93341912	93337914	93338330	MYOF	12	nd
HsaEX6078159	chr20	+	41029101	41029430	41029456	41061393	TOP1	25	nd
HsaEX6044520	chr16	-	67945554	67945763	67945386	67945544	SLC12A4	9	
HsaEX1025470	chr4	-	169578864	169580841	169577080	169578852	NEK1	11	nd
HsaEX0057701	chr6	-	166331408	166342418	166330248	166331384	SFT2D1	23	ot
